0,"('the', 'tthe')"
1,"('the', 'teh')"
2,"('the', 'hte')"
3,"('the', 'th')"
4,"('the', 'tthe')"
5,"('the', 'tthe')"
6,"('the', 'tthe')"
7,"('the', 'tje')"
8,"('the', 'teh')"
9,"('the', 'tthe')"
10,"('and', 'annd')"
11,"('and', 'anx')"
12,"('and', 'adn')"
13,"('and', 'annd')"
14,"('and', 'an')"
15,"('and', 'nad')"
16,"('and', 'ajd')"
17,"('and', 'annd')"
18,"('and', 'an')"
19,"('and', 'an')"
20,"('for', 'ffor')"
21,"('for', 'or')"
22,"('for', 'ffor')"
23,"('for', 'ffor')"
24,"('for', 'fr')"
25,"('for', 'gor')"
26,"('for', 'fro')"
27,"('for', 'ofr')"
28,"('for', 'fpr')"
29,"('for', 'ffor')"
30,"('was', 'wwas')"
31,"('was', 'aws')"
32,"('was', 'wss')"
33,"('was', 'aws')"
34,"('was', 'qas')"
35,"('was', 'wwas')"
36,"('was', 'aws')"
37,"('was', 'wwas')"
38,"('was', 'wad')"
39,"('was', 'aws')"
40,"('are', 'aer')"
41,"('are', 'ate')"
42,"('are', 'ere')"
43,"('are', 'ure')"
44,"('are', 'ire')"
45,"('are', 'rae')"
46,"('are', 'ere')"
47,"('are', 'rae')"
48,"('are', 'rae')"
49,"('are', 'aer')"
50,"('but', 'ubt')"
51,"('but', 'vut')"
52,"('but', 'bbut')"
53,"('but', 'btu')"
54,"('but', 'btu')"
55,"('but', 'bbut')"
56,"('but', 'ubt')"
57,"('but', 'bt')"
58,"('but', 'bbut')"
59,"('but', 'buy')"
60,"('not', 'nnot')"
61,"('not', 'nnot')"
62,"('not', 'mot')"
63,"('not', 'nto')"
64,"('not', 'nnot')"
65,"('not', 'nt')"
66,"('not', 'nnot')"
67,"('not', 'nnot')"
68,"('not', 'nit')"
69,"('not', 'nor')"
70,"('all', 'alk')"
71,"('all', 'lal')"
72,"('all', 'alk')"
73,"('all', 'al')"
74,"('all', 'al')"
75,"('all', 'al')"
76,"('all', 'al')"
77,"('all', 'al')"
78,"('all', 'al')"
79,"('all', 'al')"
80,"('his', 'ihs')"
81,"('his', 'ihs')"
82,"('his', 'ihs')"
83,"('his', 'hhis')"
84,"('his', 'hhis')"
85,"('his', 'hs')"
86,"('his', 'hsi')"
87,"('his', 'hhis')"
88,"('his', 'ihs')"
89,"('his', 'hsi')"
90,"('one', 'ene')"
91,"('one', 'ine')"
92,"('one', 'ne')"
93,"('one', 'oen')"
94,"('one', 'onr')"
95,"('one', 'oe')"
96,"('one', 'on')"
97,"('one', 'oe')"
98,"('one', 'noe')"
99,"('one', 'noe')"
100,"('has', 'as')"
101,"('has', 'ahs')"
102,"('has', 'ahs')"
103,"('has', 'hhas')"
104,"('has', 'hhas')"
105,"('has', 'jas')"
106,"('has', 'hsa')"
107,"('has', 'haa')"
108,"('has', 'hhas')"
109,"('has', 'hs')"
110,"('who', 'woh')"
111,"('who', 'hwo')"
112,"('who', 'wwho')"
113,"('who', 'eho')"
114,"('who', 'wwho')"
115,"('who', 'wwho')"
116,"('who', 'wh')"
117,"('who', 'woh')"
118,"('who', 'wo')"
119,"('who', 'wwho')"
120,"('out', 'ot')"
121,"('out', 'ot')"
122,"('out', 'eut')"
123,"('out', 'otu')"
124,"('out', 'otu')"
125,"('out', 'iut')"
126,"('out', 'oyt')"
127,"('out', 'eut')"
128,"('out', 'eut')"
129,"('out', 'otu')"
130,"('can', 'an')"
131,"('can', 'ccan')"
132,"('can', 'ca')"
133,"('can', 'csn')"
134,"('can', 'ccan')"
135,"('can', 'cna')"
136,"('can', 'cam')"
137,"('can', 'ccan')"
138,"('can', 'cna')"
139,"('can', 'ccan')"
140,"('had', 'hhad')"
141,"('had', 'hhad')"
142,"('had', 'hhad')"
143,"('had', 'hhad')"
144,"('had', 'hda')"
145,"('had', 'hhad')"
146,"('had', 'gad')"
147,"('had', 'ad')"
148,"('had', 'hda')"
149,"('had', 'hhad')"
150,"('get', 'tet')"
151,"('get', 'egt')"
152,"('get', 'gget')"
153,"('get', 'gte')"
154,"('get', 'gt')"
155,"('get', 'gt')"
156,"('get', 'ge')"
157,"('get', 'gget')"
158,"('get', 'ge')"
159,"('get', 'gget')"
160,"('she', 'se')"
161,"('she', 'sshe')"
162,"('she', 'shw')"
163,"('she', 'hse')"
164,"('she', 'se')"
165,"('she', 'hse')"
166,"('she', 'sh')"
167,"('she', 'he')"
168,"('she', 'ehe')"
169,"('she', 'hse')"
170,"('her', 'hher')"
171,"('her', 'hr')"
172,"('her', 'hee')"
173,"('her', 'hre')"
174,"('her', 'ehr')"
175,"('her', 'hher')"
176,"('her', 'hr')"
177,"('her', 'ehr')"
178,"('her', 'hee')"
179,"('her', 'hher')"
180,"('how', 'jow')"
181,"('how', 'hwo')"
182,"('how', 'ohw')"
183,"('how', 'hwo')"
184,"('how', 'hhow')"
185,"('how', 'hhow')"
186,"('how', 'hw')"
187,"('how', 'hoe')"
188,"('how', 'hw')"
189,"('how', 'hhow')"
190,"('new', 'enw')"
191,"('new', 'nw')"
192,"('new', 'mew')"
193,"('new', 'nwe')"
194,"('new', 'ew')"
195,"('new', 'nw')"
196,"('new', 'bew')"
197,"('new', 'neq')"
198,"('new', 'nwe')"
199,"('new', 'nnew')"
200,"('did', 'ddi')"
201,"('did', 'ddid')"
